file_name,hypothesis,rule
JoF_2000_2021_full_text\1168.txt,"Hypothesis 2 aswhere Δi denotes the difference between the population on‐ and off‐season variance ratios for market i. In this case, our test of H0 is based on the statisticwhere Δ^i is an estimator of Δi based on the sample variances and γ^i is a consistent estimator of the standard deviation of Ti(Δ^i−Δi). It ",3
JoF_2000_2021_full_text\1168.txt,"Hypothesis 1 says that all of the differences reported in the table should be positive. Consistent with the hypothesis, all of the weekend point estimates are positive and, except for the difference between FCOJ and the S&P 500, none of the CIs include zero. Similarly, all of the weekday point estimates are posi",3
JoF_2000_2021_full_text\1168.txt,"Hypothesis 1 holds for variance rate ratios. The weekend VRR estimates (not reported in the table) are 4.2 for the yen, 39.7 for the noncrash S&P 500, and between 19.0 and 42.6 for the weather‐sensitive markets. The weekday VRR estimates are 2.0 for the yen, 10.8 for the noncrash S&P 500, and between 9.5 and 23.",3
JoF_2000_2021_full_text\1168.txt,"Hypothesis 2 might be reasonably low. We investigate this further using 10,000 bootstrap replications to approximate the p‐value implied by the multivariate test described in Section I.C. The maximum t‐statistic for the weekend TVRs is 1.75, which has a p‐value of 0.3431, and the maximum t‐statistic for weekday ",3
JoF_2000_2021_full_text\1168.txt,Hypothesis 1 during the on season because weather news represents a greater share of the total information flow during this period of the year. This evidence is consistent with public information about the weather being a key determinant of volatility in weather‐sensitive markets.  C. Seasonal ComovementsOur fin,3
JoF_2000_2021_full_text\1169.txt,"Hypothesis 1: (a)The market reaction to the announcement of directors' purchases is positive. (b)The market reaction to the announcement of directors' sales is negative. (c)The absolute value of the market reaction to directors' sales is smaller than that to directors' purchases. Next, we test the information hi",3
JoF_2000_2021_full_text\1169.txt,"Hypothesis 2: The abnormal returns associated with purchases and sales depend on the type of director that makes the trade. The positive (negative) abnormal returns following purchases (sales) decrease in absolute value by category of director in the following order: CEO, other executive directors, nonexecutive ",3
JoF_2000_2021_full_text\1169.txt,Hypothesis 3: (a)The announcement effect of directors' purchases and sales is weakened by the presence of an outside blockholder who monitors the firm (corporations and individuals or families unrelated to the directors). (b)The announcement effect of directors' purchases and sales is not influenced by the prese,3
JoF_2000_2021_full_text\1169.txt,"Hypothesis 4: (a)In firms with strong director control and without other major shareholders, the positive announcement effect of directors' purchases is weaker when the purchases increase the directors' entrenchment. Similarly, in such firms, the negative announcement effect of directors' sales is weaker when th",3
JoF_2000_2021_full_text\1169.txt,"Hypothesis 5: For poorly performing or financially distressed companies, directors' purchases and sales trigger stronger announcement reactions.  III. Data Sources, Descriptive Statistics, and Methodology A. Data SourcesOur data cover directors' dealings, ownership, daily returns, company‐specific information su",3
JoF_2000_2021_full_text\1169.txt,"Hypothesis 2 on the information hierarchy as the differences between the (2‐day) CAARs for the different categories of directors are not statistically significant (these t‐statistics are not reported in the table), apart from the differences between the CAARs of CEOs on the one side, and other incumbent (mainly ",3
JoF_2000_2021_full_text\1169.txt,Hypothesis 2 on information hierarchy.  C. The Effect of Outside OwnershipIn what follows we test the impact of ownership concentration on the information content of directors' trades (Hypotheses 3 and 4). The 2‐day CARs are regressed on a set of ownership variables that measure the possible information content ,3
JoF_2000_2021_full_text\1169.txt,"Hypothesis 5 as the interaction term between the incumbent directors' dummy and poor performance is highly significant. This suggests that for poorly performing or financially distressed companies, directors' sales trigger more negative CARs. Table VIII provides an overview of the hypotheses and summarizes the r",3
JoF_2000_2021_full_text\1171.txt,"Our main hypothesis is that firms that receive less analyst coverage are subject to more information asymmetry, which in turn creates greater incentives and opportunities for a firm to take market conditions into account before issuing securities.",4
JoF_2000_2021_full_text\1171.txt,Our main hypothesis is that the equity issuance decisions of firms that are subject to greater information asymmetry will be more influenced by market conditions.,4
JoF_2000_2021_full_text\1172.txt,We hypothesize that brokers have incentives to recommend such strategies because of their roles as financial advisers and because of the commissions that tax‐loss selling generates.,2
